stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
U953Z102,"Skalka",50.068435,14.507169,0,U953N1,1
U713Z102,"Strašnická",50.073336,14.490091,0,U713N2,1
U921Z102,"Želivského",50.07854,14.474891,0,U921N3,2
U118Z102,"Flora",50.078288,14.461886,0,U118N4,2
U209Z102,"Jiřího z Poděbrad",50.077642,14.45004,0,U209N5,2
U476Z102,"Náměstí Míru",50.075398,14.439078,0,U476N6,2
U1072Z102,"Můstek - A",50.083943,14.424149,0,U1072N7,1
U703Z102,"Staroměstská",50.088454,14.417066,0,U703N8,2
U360Z102,"Malostranská",50.092176,14.409101,0,U360N9,2
U163Z102,"Hradčanská",50.097671,14.402535,0,U163N10,2
U321Z102,"Dejvická",50.100481,14.392462,0,U321N11,1
U157Z102,"Bořislavka",50.098319,14.36212,0,U157N12,1
U462Z102,"Nádraží Veleslavín",50.09551,14.348419,0,U462N13,1
U507Z102,"Petřiny",50.086608,14.345018,0,U507N14,1
U306Z102,"Nemocnice Motol",50.074985,14.340497,0,U306N15,1
U306Z101,"Nemocnice Motol",50.075351,14.341707,0,U306N15,1
U507Z101,"Petřiny",50.087075,14.344858,0,U507N14,1
U462Z101,"Nádraží Veleslavín",50.096355,14.350112,0,U462N13,1
U157Z101,"Bořislavka",50.098363,14.363545,0,U157N12,1
U321Z101,"Dejvická",50.100464,14.393888,0,U321N11,1
U163Z101,"Hradčanská",50.097214,14.403785,0,U163N10,2
U360Z101,"Malostranská",50.091274,14.409325,0,U360N9,2
U703Z101,"Staroměstská",50.087953,14.418276,0,U703N8,2
U1072Z101,"Můstek - A",50.083119,14.424965,0,U1072N7,1
U400Z101,"Muzeum - A",50.079082,14.432009,0,U400N16,1
U476Z101,"Náměstí Míru",50.075225,14.440483,0,U476N6,2
U209Z101,"Jiřího z Poděbrad",50.077802,14.451461,0,U209N5,2
U118Z101,"Flora",50.078266,14.463298,0,U118N4,2
U921Z101,"Želivského",50.078027,14.476067,0,U921N3,2
U713Z101,"Strašnická",50.072806,14.490938,0,U713N2,1
U953Z101,"Skalka",50.068425,14.508556,0,U953N1,1
U1071Z101,"Depo Hostivař",50.075523,14.515446,0,U1071N17,1
U1071Z102,"Depo Hostivař",50.075541,14.51532,0,U1071N17,1
U1141Z102,"Zličín",50.052798,14.291152,0,U1141N18,1
U1140Z102,"Stodůlky",50.046716,14.307241,0,U1140N19,1
U1007Z102,"Luka",50.045365,14.321854,0,U1007N20,1
U258Z102,"Lužiny",50.044515,14.331143,0,U258N21,1
U1154Z102,"Hůrka",50.050026,14.343495,0,U1154N22,1
U602Z102,"Nové Butovice",50.050856,14.35285,0,U602N23,1
U685Z102,"Jinonice",50.054316,14.370614,0,U685N24,2
U957Z102,"Radlická",50.057942,14.388403,0,U957N25,2
U458Z102,"Smíchovské nádraží",50.061797,14.409112,0,U458N26,2
U1040Z102,"Anděl",50.07049,14.404878,0,U1040N27,1
U237Z102,"Karlovo náměstí",50.074808,14.417579,0,U237N28,2
U539Z102,"Národní třída",50.080209,14.420439,0,U539N29,1
U1072Z122,"Můstek - B",50.083609,14.423983,0,U1072N30,1
U480Z102,"Náměstí Republiky",50.088974,14.43128,0,U480N31,2
U689Z102,"Florenc - B",50.090437,14.438362,0,U689N32,1
U758Z102,"Křižíkova",50.092627,14.452043,0,U758N33,2
U655Z102,"Invalidovna",50.096976,14.463824,0,U655N34,2
U529Z102,"Palmovka",50.10417,14.475436,0,U529N35,1
U510Z102,"Českomoravská",50.106302,14.492291,0,U510N36,2
U474Z102,"Vysočanská",50.110167,14.501728,0,U474N37,1
U75Z102,"Kolbenova",50.110331,14.517115,0,U75N38,1
U135Z102,"Hloubětín",50.106531,14.537062,0,U135N39,1
U818Z102,"Rajská zahrada",50.106935,14.561205,0,U818N40,1
U897Z102,"Černý Most",50.109058,14.577538,0,U897N41,1
U897Z101,"Černý Most",50.108877,14.576128,0,U897N41,1
U818Z101,"Rajská zahrada",50.106761,14.559801,0,U818N40,1
U135Z101,"Hloubětín",50.106845,14.535719,0,U135N39,1
U75Z101,"Kolbenova",50.11046,14.515682,0,U75N38,1
U474Z101,"Vysočanská",50.109958,14.500434,0,U474N37,1
U510Z101,"Českomoravská",50.106026,14.491089,0,U510N36,2
U529Z101,"Palmovka",50.103798,14.474155,0,U529N35,1
U655Z101,"Invalidovna",50.096627,14.462479,0,U655N34,2
U758Z101,"Křižíkova",50.092466,14.450637,0,U758N33,2
U689Z101,"Florenc - B",50.090532,14.43693,0,U689N32,1
U480Z101,"Náměstí Republiky",50.088677,14.429915,0,U480N31,2
U1072Z121,"Můstek - B",50.083215,14.422791,0,U1072N30,1
U539Z101,"Národní třída",50.079294,14.420148,0,U539N29,1
U237Z101,"Karlovo náměstí",50.074374,14.416377,0,U237N28,2
U1040Z101,"Anděl",50.069532,14.403572,0,U1040N27,1
U458Z101,"Smíchovské nádraží",50.060814,14.409107,0,U458N26,2
U957Z101,"Radlická",50.058298,14.387114,0,U957N25,2
U685Z101,"Jinonice",50.054098,14.369212,0,U685N24,2
U602Z101,"Nové Butovice",50.050831,14.351448,0,U602N23,1
U1154Z101,"Hůrka",50.049992,14.342088,0,U1154N22,1
U258Z101,"Lužiny",50.044479,14.329741,0,U258N21,1
U1007Z101,"Luka",50.045979,14.320828,0,U1007N20,1
U1140Z101,"Stodůlky",50.046687,14.305836,0,U1140N19,1
U1141Z101,"Zličín",50.053681,14.290809,0,U1141N18,1
U228Z102,"Kačerov",50.041696,14.459939,0,U228N42,2
U601Z102,"Roztyly",50.037425,14.477329,0,U601N43,1
U52Z102,"Chodov",50.031392,14.491431,0,U52N44,1
U106Z102,"Opatov",50.027915,14.509895,0,U106N45,2
U286Z102,"Háje",50.03081,14.527675,0,U286N46,1
U286Z101,"Háje",50.030756,14.526273,0,U286N46,1
U106Z101,"Opatov",50.027862,14.508487,0,U106N45,2
U52Z101,"Chodov",50.031856,14.490329,0,U52N44,1
U601Z101,"Roztyly",50.037914,14.476149,0,U601N43,1
U228Z101,"Kačerov",50.04198,14.458679,0,U228N42,2
U50Z101,"Budějovická",50.044769,14.44829,0,U50N47,1
U385Z101,"Pankrác",50.051454,14.439438,0,U385N48,1
U597Z101,"Pražského povstání",50.057205,14.432863,0,U597N49,2
U527Z101,"Vyšehrad",50.0636,14.430558,0,U527N50,2
U190Z101,"I. P. Pavlova",50.074794,14.430324,0,U190N51,1
U400Z121,"Muzeum - C",50.080567,14.431558,0,U400N52,1
U142Z101,"Hlavní nádraží",50.083895,14.434491,0,U142N53,1
U689Z121,"Florenc - C",50.090447,14.43945,0,U689N54,1
U100Z101,"Vltavská",50.100749,14.438559,0,U100N55,1
U115Z101,"Nádraží Holešovice",50.109295,14.439774,0,U115N56,1
U675Z101,"Kobylisy",50.124235,14.454932,0,U675N57,1
U78Z101,"Ládví",50.126665,14.470059,0,U78N58,1
U332Z101,"Střížkov",50.126531,14.488722,0,U332N59,1
U603Z101,"Prosek",50.118655,14.499062,0,U603N60,1
U1000Z101,"Letňany",50.126741,14.516033,0,U1000N61,1
U1000Z102,"Letňany",50.126314,14.515926,0,U1000N61,1
U603Z102,"Prosek",50.119166,14.498572,0,U603N60,1
U332Z102,"Střížkov",50.12713,14.488199,0,U332N59,1
U78Z102,"Ládví",50.126655,14.468806,0,U78N58,1
U675Z102,"Kobylisy",50.124005,14.453577,0,U675N57,1
U115Z102,"Nádraží Holešovice",50.108534,14.440372,0,U115N56,1
U100Z102,"Vltavská",50.099847,14.438426,0,U100N55,1
U689Z122,"Florenc - C",50.089619,14.438892,0,U689N54,1
U142Z102,"Hlavní nádraží",50.083115,14.433785,0,U142N53,1
U400Z122,"Muzeum - C",50.079861,14.431276,0,U400N52,1
U190Z102,"I. P. Pavlova",50.073871,14.430295,0,U190N51,1
U527Z102,"Vyšehrad",50.062681,14.430482,0,U527N50,1
U597Z102,"Pražského povstání",50.056508,14.433761,0,U597N49,2
U385Z102,"Pankrác",50.050601,14.439927,0,U385N48,1
U50Z102,"Budějovická",50.044052,14.449283,0,U50N47,1
U283Z1,"Nad Džbánem",50.093946,14.336718,0,U283N62,0
U462Z1,"Nádraží Veleslavín",50.095977,14.348343,0,U462N63,0
U73Z1,"Červený Vrch",50.096839,14.352971,0,U73N64,1
U943Z1,"Sídliště Červený Vrch",50.09798,14.359187,0,U943N65,1
U157Z1,"Bořislavka",50.098521,14.364549,0,U157N66,1
U40Z1,"Na Pískách",50.098958,14.369691,0,U40N67,0
U130Z1,"Hadovka",50.099423,14.375145,0,U130N68,0
U757Z1,"Thákurova",50.100107,14.387045,0,U757N69,0
U321Z1,"Dejvická",50.100332,14.391483,0,U321N70,0
U321Z3,"Vítězné náměstí",50.099526,14.395489,0,U321N71,0
U592Z2,"Prašný most",50.09473,14.39387,0,U592N72,0
U867Z2,"Vozovna Střešovice",50.09357,14.389065,0,U867N73,0
U645Z2,"Sibeliova",50.09287,14.383685,0,U645N74,1
U519Z2,"Ořechovka",50.092917,14.378877,0,U519N75,1
U15Z2,"Baterie",50.092398,14.369409,0,U15N76,1
U858Z2,"Vojenská nemocnice",50.091761,14.359789,0,U858N77,0
U844Z2,"Větrník",50.08977,14.350998,0,U844N78,1
U507Z2,"Petřiny",50.088143,14.344634,0,U507N79,0
U541Z2,"Sídliště Petřiny",50.086614,14.339737,0,U541N80,1
U541Z1,"Sídliště Petřiny",50.086974,14.339774,0,U541N80,1
U507Z1,"Petřiny",50.0882,14.345178,0,U507N79,0
U844Z1,"Větrník",50.089753,14.351194,0,U844N78,1
U858Z1,"Vojenská nemocnice",50.091738,14.3603,0,U858N77,0
U15Z1,"Baterie",50.092391,14.369828,0,U15N76,1
U519Z1,"Ořechovka",50.092837,14.379547,0,U519N75,1
U645Z1,"Sibeliova",50.092783,14.384203,0,U645N74,1
U867Z1,"Vozovna Střešovice",50.094184,14.390646,0,U867N73,0
U592Z1,"Prašný most",50.094908,14.396276,0,U592N72,0
U163Z1,"Hradčanská",50.097296,14.404872,0,U163N81,1
U692Z1,"Sparta",50.099607,14.420847,0,U692N82,1
U324Z1,"Letenské náměstí",50.099949,14.42409,0,U324N83,0
U231Z1,"Kamenická",50.099479,14.429257,0,U231N84,2
U717Z1,"Strossmayerovo náměstí",50.098895,14.432892,0,U717N85,0
U100Z2,"Vltavská",50.098814,14.438765,0,U100N86,0
U595Z2,"Pražská tržnice",50.098269,14.444278,0,U595N87,2
U81Z2,"Dělnická",50.102633,14.450038,0,U81N88,0
U365Z2,"Maniny",50.103245,14.453871,0,U365N89,2
U331Z2,"Libeňský most",50.103398,14.465742,0,U331N90,2
U529Z1,"Palmovka",50.102475,14.473385,0,U529N91,0
U1074Z2,"Krejcárek",50.095008,14.474674,0,U1074N92,0
U512Z2,"Ohrada",50.090671,14.470091,0,U512N93,0
U837Z2,"Vozovna Žižkov",50.091492,14.474534,0,U837N94,0
U714Z2,"Strážní",50.09219,14.481012,0,U714N95,0
U180Z2,"Chmelnice",50.09249,14.485837,0,U180N96,0
U266Z2,"Kněžská luka",50.09215,14.492481,0,U266N97,0
U694Z2,"Spojovací",50.091506,14.499407,0,U694N98,0
U694Z1,"Spojovací",50.091841,14.498598,0,U694N98,0
U266Z1,"Kněžská luka",50.092185,14.492967,0,U266N97,0
U180Z1,"Chmelnice",50.092555,14.48696,0,U180N96,0
U714Z1,"Strážní",50.092317,14.481535,0,U714N95,0
U837Z1,"Vozovna Žižkov",50.091683,14.475439,0,U837N94,0
U512Z1,"Ohrada",50.090592,14.469092,0,U512N93,0
U1074Z1,"Krejcárek",50.095083,14.474851,0,U1074N92,2
U529Z3,"Palmovka",50.103535,14.471817,0,U529N91,0
U331Z1,"Libeňský most",50.103452,14.464878,0,U331N90,2
U365Z1,"Maniny",50.103348,14.452656,0,U365N89,2
U81Z3,"Tusarova",50.100778,14.450016,0,U81N99,0
U595Z1,"Pražská tržnice",50.098339,14.444099,0,U595N87,2
U100Z1,"Vltavská",50.099226,14.438121,0,U100N86,0
U717Z2,"Strossmayerovo náměstí",50.098883,14.433691,0,U717N85,0
U231Z2,"Kamenická",50.099709,14.428566,0,U231N84,2
U324Z2,"Letenské náměstí",50.100001,14.423117,0,U324N83,0
U262Z2,"Korunovační",50.099704,14.42058,0,U262N100,1
U692Z2,"Sparta",50.09899,14.41613,0,U692N82,0
U163Z2,"Hradčanská",50.09721,14.403853,0,U163N81,0
U321Z4,"Vítězné náměstí",50.100076,14.395533,0,U321N71,0
U321Z2,"Dejvická",50.100374,14.390613,0,U321N70,0
U757Z2,"Thákurova",50.10011,14.385787,0,U757N69,0
U130Z2,"Hadovka",50.099551,14.375712,0,U130N68,0
U40Z2,"Na Pískách",50.099086,14.370344,0,U40N67,0
U157Z2,"Bořislavka",50.098567,14.363779,0,U157N66,1
U943Z2,"Sídliště Červený Vrch",50.098069,14.359286,0,U943N65,1
U73Z2,"Červený Vrch",50.09682,14.352312,0,U73N64,1
U462Z2,"Nádraží Veleslavín",50.095721,14.346082,0,U462N63,1
U283Z2,"Nad Džbánem",50.0941,14.3372,0,U283N62,1
U868Z2,"Vozovna Vokovice",50.093161,14.331469,0,U868N101,1
U837Z3,"Vozovna Žižkov",50.091337,14.475182,0,U837N94,2
U866Z1,"Vozovna Pankrác",50.057071,14.437891,0,U866N102,0
U433Z1,"Na Veselí",50.056241,14.44122,0,U433N103,2
U597Z1,"Pražského povstání",50.055423,14.435716,0,U597N104,0
U530Z1,"Palouček",50.061699,14.43744,0,U530N105,0
U503Z1,"Nuselská radnice",50.062843,14.442412,0,U503N106,2
U482Z1,"Náměstí Bratří Synků",50.064513,14.440572,0,U482N107,0
U83Z1,"Divadlo Na Fidlovačce",50.064831,14.436283,0,U83N108,2
U724Z1,"Svatoplukova",50.065102,14.429172,0,U724N109,2
U522Z1,"Ostrčilovo náměstí",50.065057,14.425222,0,U522N110,2
U876Z1,"Albertov",50.067244,14.421647,0,U876N111,0
U878Z3,"Výtoň",50.067633,14.416112,0,U878N112,2
U583Z2,"Podolská vodárna",50.058416,14.419349,0,U583N113,1
U303Z2,"Kublov",50.054532,14.418072,0,U303N114,1
U110Z2,"Dvorce",50.047183,14.413952,0,U110N115,1
U614Z2,"Přístaviště",50.039736,14.40923,0,U614N116,1
U387Z2,"Pobřežní cesta",50.033604,14.407941,0,U387N117,0
U449Z4,"Nádraží Braník",50.028761,14.405219,0,U449N118,0
U449Z5,"Nádraží Braník",50.029117,14.405874,0,U449N118,0
U387Z1,"Pobřežní cesta",50.034209,14.407447,0,U387N117,0
U614Z1,"Přístaviště",50.040315,14.409638,0,U614N116,0
U110Z1,"Dvorce",50.047725,14.414382,0,U110N115,1
U303Z1,"Kublov",50.054397,14.418121,0,U303N114,1
U583Z1,"Podolská vodárna",50.059887,14.419361,0,U583N113,1
U878Z1,"Výtoň",50.068122,14.415006,0,U878N112,0
U237Z7,"Palackého náměstí (nábřeží)",50.072506,14.414108,0,U237N119,0
U237Z5,"Palackého náměstí",50.07323,14.415246,0,U237N120,0
U237Z1,"Karlovo náměstí",50.075302,14.419108,0,U237N121,0
U237Z13,"Novoměstská radnice",50.077457,14.419521,0,U237N122,0
U539Z2,"Národní třída",50.081689,14.419495,0,U539N123,0
U483Z2,"Národní divadlo",50.081449,14.413722,0,U483N124,0
U483Z4,"Národní divadlo",50.082452,14.413169,0,U483N124,0
U703Z2,"Staroměstská",50.088461,14.415546,0,U703N125,0
U360Z2,"Malostranská",50.090946,14.409986,0,U360N126,0
U187Z2,"Chotkovy sady",50.095306,14.40902,0,U187N127,0
U541Z4,"Sídliště Petřiny",50.086662,14.339675,0,U541N80,1
U187Z1,"Chotkovy sady",50.09551,14.40876,0,U187N127,2
U360Z1,"Malostranská",50.090363,14.410099,0,U360N126,0
U703Z1,"Staroměstská",50.0882,14.415322,0,U703N125,0
U221Z1,"Karlovy lázně",50.084571,14.413465,0,U221N128,2
U483Z1,"Národní divadlo",50.081414,14.414885,0,U483N124,0
U539Z1,"Národní třída",50.081159,14.419591,0,U539N123,1
U237Z2,"Karlovo náměstí",50.076479,14.419255,0,U237N121,0
U237Z4,"Moráň",50.074023,14.41873,0,U237N129,0
U237Z6,"Palackého náměstí",50.073275,14.414323,0,U237N120,0
U237Z8,"Palackého náměstí (nábřeží)",50.071944,14.414101,0,U237N119,0
U878Z2,"Výtoň",50.067673,14.414975,0,U878N112,0
U878Z4,"Výtoň",50.067518,14.416522,0,U878N112,2
U876Z4,"Albertov",50.06782,14.420297,0,U876N111,0
U522Z2,"Ostrčilovo náměstí",50.06507,14.424357,0,U522N110,2
U724Z2,"Svatoplukova",50.064993,14.429699,0,U724N109,0
U83Z2,"Divadlo Na Fidlovačce",50.064646,14.437132,0,U83N108,0
U482Z2,"Náměstí Bratří Synků",50.06412,14.441199,0,U482N107,0
U503Z2,"Nuselská radnice",50.062861,14.440801,0,U503N106,2
U530Z2,"Palouček",50.061125,14.436818,0,U530N105,0
U597Z2,"Pražského povstání",50.054911,14.436133,0,U597N104,0
U433Z2,"Na Veselí",50.056809,14.441463,0,U433N103,2
U866Z6,"Vozovna Pankrác",50.05696,14.437201,0,U866N102,0
U1108Z2,"Nad Primaskou",50.074945,14.489984,0,U1108N130,2
U713Z1,"Strašnická",50.072601,14.490489,0,U713N131,0
U605Z1,"Průběžná",50.071434,14.485648,0,U605N132,0
U473Z1,"Kubánské náměstí",50.070883,14.477848,0,U473N133,1
U680Z1,"Slavia",50.069444,14.470104,0,U680N134,1
U269Z1,"Koh-i-noor",50.06758,14.461408,0,U269N135,1
U508Z1,"Bohemians",50.066206,14.454183,0,U508N136,0
U463Z1,"Nádraží Vršovice",50.066112,14.447583,0,U463N137,1
U482Z5,"Otakarova",50.065492,14.4401,0,U482N138,0
U482Z6,"Otakarova",50.065665,14.44085,0,U482N138,0
U463Z2,"Nádraží Vršovice",50.065995,14.448457,0,U463N137,1
U508Z2,"Bohemians",50.066468,14.456393,0,U508N136,0
U269Z2,"Koh-i-noor",50.067691,14.462253,0,U269N135,1
U680Z2,"Slavia",50.06961,14.471263,0,U680N134,1
U473Z2,"Kubánské náměstí",50.070717,14.476858,0,U473N133,1
U605Z2,"Průběžná",50.071596,14.486571,0,U605N132,0
U713Z2,"Strašnická",50.073017,14.491092,0,U713N131,0
U848Z3,"Vozovna Strašnice",50.075972,14.489573,0,U848N139,2
U848Z1,"Vozovna Strašnice",50.077028,14.487596,0,U848N139,2
U299Z1,"Krematorium Strašnice",50.077321,14.484719,0,U299N140,1
U849Z1,"Vinohradské hřbitovy",50.077758,14.480204,0,U849N141,1
U921Z1,"Želivského",50.078417,14.474257,0,U921N142,0
U373Z2,"Mezi Hřbitovy",50.08223,14.471618,0,U373N143,0
U469Z2,"Nákladové nádraží Žižkov",50.085629,14.470273,0,U469N144,0
U34Z2,"Biskupcova",50.089099,14.468634,0,U34N145,0
U34Z1,"Biskupcova",50.088542,14.468795,0,U34N145,0
U469Z1,"Nákladové nádraží Žižkov",50.084975,14.470427,0,U469N144,0
U373Z1,"Mezi Hřbitovy",50.081657,14.471741,0,U373N143,0
U921Z2,"Želivského",50.078199,14.475064,0,U921N142,1
U849Z2,"Vinohradské hřbitovy",50.077592,14.481215,0,U849N141,1
U299Z2,"Krematorium Strašnice",50.077153,14.485607,0,U299N140,1
U848Z2,"Vozovna Strašnice",50.076876,14.488453,0,U848N139,2
U504Z1,"Nuselské schody",50.068311,14.435331,0,U504N146,0
U560Z1,"Pod Karlovem",50.069791,14.432827,0,U560N147,0
U45Z1,"Bruselská",50.073133,14.433301,0,U45N148,0
U190Z1,"I. P. Pavlova",50.075541,14.430593,0,U190N149,0
U739Z1,"Štěpánská",50.075689,14.422431,0,U739N150,0
U237Z3,"Karlovo náměstí",50.075901,14.419611,0,U237N121,0
U997Z2,"Lazarská",50.079068,14.42101,0,U997N151,0
U484Z2,"Vodičkova",50.080036,14.423431,0,U484N152,0
U1072Z2,"Václavské náměstí",50.081959,14.425718,0,U1072N153,0
U203Z2,"Jindřišská",50.085322,14.430783,0,U203N154,0
U480Z4,"Masarykovo nádraží",50.088121,14.432588,0,U480N155,0
U480Z2,"Náměstí Republiky",50.088545,14.429256,0,U480N156,0
U87Z2,"Dlouhá třída",50.090539,14.427899,0,U87N157,2
U717Z4,"Strossmayerovo náměstí",50.098643,14.433255,0,U717N85,0
U841Z2,"Veletržní palác",50.101542,14.433172,0,U841N158,2
U532Z2,"Výstaviště Holešovice",50.104837,14.432794,0,U532N159,2
U115Z4,"Nádraží Holešovice",50.108082,14.440873,0,U115N160,0
U521Z2,"Ortenovo náměstí",50.107611,14.448572,0,U521N161,2
U81Z1,"Dělnická",50.103658,14.449816,0,U81N88,0
U655Z1,"Invalidovna",50.097876,14.465091,0,U655N162,0
U816Z1,"Urxova",50.095184,14.456384,0,U816N163,0
U758Z1,"Křižíkova",50.094197,14.451774,0,U758N164,0
U854Z1,"Karlínské náměstí",50.09275,14.445179,0,U854N165,0
U689Z1,"Florenc",50.091172,14.438784,0,U689N166,0
U32Z1,"Bílá labuť",50.090169,14.43547,0,U32N167,0
U480Z3,"Masarykovo nádraží",50.087493,14.432435,0,U480N155,0
U203Z1,"Jindřišská",50.085082,14.430156,0,U203N154,0
U1072Z1,"Václavské náměstí",50.081671,14.425278,0,U1072N153,0
U484Z1,"Vodičkova",50.079658,14.422735,0,U484N152,0
U997Z1,"Lazarská",50.07924,14.419921,0,U997N151,0
U449Z2,"Nádraží Braník",50.028765,14.404719,0,U449N118,0
U71Z2,"Černý kůň",50.022517,14.403527,0,U71N168,0
U19Z2,"Belárie",50.012962,14.401795,0,U19N169,0
U76Z2,"Modřanská škola",50.008429,14.403113,0,U76N170,0
U388Z2,"Nádraží Modřany",50.003939,14.40337,0,U388N171,0
U1006Z2,"Čechova čtvrť",50.002202,14.410581,0,U1006N172,1
U929Z2,"Poliklinika Modřany",50.004796,14.419572,0,U929N173,1
U948Z2,"U Libušského potoka",50.005708,14.423864,0,U948N174,0
U947Z2,"Modřanská rokle",50.006062,14.429722,0,U947N175,0
U946Z2,"Sídliště Modřany",50.005038,14.433362,0,U946N176,0
U945Z1,"Levského",50.005122,14.43608,0,U945N177,2
U946Z1,"Sídliště Modřany",50.00523,14.432528,0,U946N176,0
U947Z1,"Modřanská rokle",50.006418,14.429027,0,U947N175,0
U948Z1,"U Libušského potoka",50.005551,14.423001,0,U948N174,0
U929Z1,"Poliklinika Modřany",50.004591,14.418748,0,U929N173,1
U1006Z1,"Čechova čtvrť",50.002239,14.409696,0,U1006N172,1
U388Z1,"Nádraží Modřany",50.004584,14.403306,0,U388N171,0
U76Z1,"Modřanská škola",50.009223,14.403052,0,U76N170,0
U19Z1,"Belárie",50.01361,14.40188,0,U19N169,0
U71Z1,"Černý kůň",50.023078,14.403731,0,U71N168,0
U449Z1,"Nádraží Braník",50.029252,14.405405,0,U449N118,0
U32Z2,"Bílá labuť",50.090352,14.436261,0,U32N167,0
U689Z2,"Florenc",50.091191,14.439205,0,U689N166,0
U854Z2,"Karlínské náměstí",50.092781,14.44613,0,U854N165,0
U758Z2,"Křižíkova",50.093868,14.451097,0,U758N164,0
U816Z2,"Urxova",50.095215,14.457096,0,U816N163,0
U655Z2,"Invalidovna",50.098098,14.465913,0,U655N162,0
U1122Z1,"U Průhonu",50.104922,14.450025,0,U1122N178,0
U521Z1,"Ortenovo náměstí",50.107826,14.447078,0,U521N161,0
U115Z3,"Nádraží Holešovice",50.10818,14.439996,0,U115N160,0
U532Z1,"Výstaviště Holešovice",50.104401,14.431911,0,U532N159,2
U841Z1,"Veletržní palác",50.102401,14.432718,0,U841N158,2
U717Z5,"Strossmayerovo náměstí",50.099168,14.433215,0,U717N85,0
U439Z1,"Nábřeží Kapitána Jaroše",50.096323,14.431298,0,U439N179,1
U87Z1,"Dlouhá třída",50.09167,14.427539,0,U87N157,0
U480Z1,"Náměstí Republiky",50.088785,14.430022,0,U480N156,0
U739Z2,"Štěpánská",50.075601,14.423317,0,U739N150,2
U190Z2,"I. P. Pavlova",50.075405,14.431688,0,U190N149,0
U45Z2,"Bruselská",50.07288,14.433223,0,U45N148,0
U560Z2,"Pod Karlovem",50.068542,14.432657,0,U560N147,0
U504Z2,"Nuselské schody",50.068232,14.435751,0,U504N146,0
U473Z3,"Kubánské náměstí",50.070503,14.477632,0,U473N133,2
U449Z3,"Nádraží Braník",50.02913,14.406001,0,U449N118,0
U144Z6,"Starý Hloubětín",50.104834,14.529286,0,U144N180,0
U755Z1,"Nademlejnská",50.10383,14.524174,0,U755N181,0
U775Z1,"U Elektry",50.103462,14.518555,0,U775N182,1
U691Z1,"Podkovářská",50.102951,14.513454,0,U691N183,1
U1401Z1,"Kabešova",50.102464,14.50827,0,U1401N184,0
U134Z1,"Nádraží Libeň",50.102112,14.502189,0,U134N185,0
U348Z1,"Multiaréna Praha",50.103102,14.493352,0,U348N186,0
U1075Z1,"Ocelářská",50.103649,14.488071,0,U1075N187,0
U12Z3,"Balabenka",50.104234,14.482919,0,U12N188,0
U529Z5,"Palmovka",50.104352,14.475954,0,U529N91,0
U529Z2,"Palmovka",50.103763,14.474788,0,U529N91,0
U12Z2,"Balabenka",50.104345,14.481876,0,U12N188,0
U1075Z2,"Ocelářská",50.103695,14.486725,0,U1075N187,0
U348Z2,"Multiaréna Praha",50.102916,14.493841,0,U348N186,0
U134Z2,"Nádraží Libeň",50.101996,14.502459,0,U134N185,0
U1401Z2,"Kabešova",50.102319,14.508062,0,U1401N184,0
U691Z2,"Podkovářská",50.102967,14.514373,0,U691N183,1
U775Z2,"U Elektry",50.103475,14.519441,0,U775N182,1
U755Z2,"Nademlejnská",50.103801,14.525057,0,U755N181,1
U144Z5,"Starý Hloubětín",50.105412,14.529277,0,U144N180,0
U1053Z1,"Vozovna Hloubětín",50.106711,14.528828,0,U1053N189,2
U864Z5,"Vozovna Kobylisy",50.131942,14.453632,0,U864N190,2
U333Z1,"Líbeznická",50.128727,14.455544,0,U333N191,2
U718Z1,"Březiněveská",50.126025,14.457123,0,U718N192,2
U675Z1,"Kobylisy",50.124684,14.45631,0,U675N193,0
U249Z1,"Ke Stírce",50.122674,14.455867,0,U249N194,2
U139Z1,"Hercovka",50.122074,14.451223,0,U139N195,2
U447Z1,"Nad Trojou",50.120331,14.438881,0,U447N196,2
U765Z1,"Trojská",50.116179,14.433116,0,U765N197,0
U115Z1,"Nádraží Holešovice",50.109668,14.437529,0,U115N160,0
U115Z2,"Nádraží Holešovice",50.110296,14.43734,0,U115N160,0
U765Z2,"Trojská",50.116758,14.433116,0,U765N197,1
U447Z2,"Nad Trojou",50.120376,14.439791,0,U447N196,0
U139Z2,"Hercovka",50.121854,14.453302,0,U139N195,2
U249Z2,"Ke Stírce",50.122987,14.456152,0,U249N194,0
U675Z2,"Kobylisy",50.124944,14.45669,0,U675N193,0
U718Z2,"Březiněveská",50.126807,14.456873,0,U718N192,2
U333Z2,"Líbeznická",50.129166,14.455467,0,U333N191,2
U864Z4,"Vozovna Kobylisy",50.132334,14.453591,0,U864N190,2
U469Z3,"Nákladové nádraží Žižkov",50.08414,14.469064,0,U469N144,2
U586Z1,"Olšanská",50.083424,14.464538,0,U586N198,2
U516Z1,"Olšanské náměstí",50.08249,14.457466,0,U516N199,0
U339Z1,"Lipanská",50.083918,14.45371,0,U339N200,2
U172Z1,"Husinecká",50.085092,14.444493,0,U172N201,0
U142Z1,"Hlavní nádraží",50.086084,14.435113,0,U142N202,0
U67Z7,"Čechovo náměstí",50.068172,14.459035,0,U67N203,0
U391Z1,"Vršovické náměstí",50.069156,14.454219,0,U391N204,0
U627Z1,"Ruská",50.07166,14.451272,0,U627N205,0
U301Z1,"Krymská",50.071981,14.446994,0,U301N206,0
